md,x,y,z
11320.0,2127219.895290967,17466381.342493534,8063.4599610000005
11415.0,2127194.009414155,17466691.873678014,8062.25
11511.0,2127184.5605785507,17467006.637677588,8061.200194999999
11606.0,2127185.643314806,17467318.28463638,8060.219727
11702.0,2127194.6656248057,17467633.081073616,8058.879883
11798.0,2127203.9175148658,17467947.877911117,8057.480469
11895.0,2127210.413614155,17468266.053711984,8056.780273
11991.0,2127221.863716227,17468580.784870345,8056.019531
12022.0,2127226.817814155,17468682.359548792,8055.669921999999
12085.0,2127236.9555999124,17468888.78974241,8054.900390999999
12181.0,2127253.2942192014,17469203.29141914,8054.030273
12276.0,2127273.1105190483,17469514.28237069,8052.129883
12371.0,2127295.8467172827,17469825.043440346,8050.339844
12467.0,2127318.4189128866,17470139.183870345,8049.110352
12563.0,2127339.350688491,17470453.389979485,8047.480469
12658.0,2127358.018576227,17470764.478650857,8046.2099610000005
12755.0,2127377.0475072823,17471082.16264396,8045.679688
12851.0,2127394.3703392013,17471396.631479483,8045.440430000001
12947.0,2127412.4805399124,17471711.033832066,8044.099609000001
13043.0,2127429.3768462273,17472025.502667587,8043.219727
13138.0,2127439.3834672826,17472337.018264826,8042.990234000001
13234.0,2127445.8794648657,17472651.91322241,8042.120117
13331.0,2127449.58683047,17472970.089023273,8040.530273
13428.0,2127448.3400948653,17473288.264820855,8038.879883
13525.0,2127445.0592548656,17473606.473462928,8038.230469
13620.0,2127440.072414155,17473918.088381037,8039.509765999999
13716.0,2127438.1695728865,17474232.9833419,8041.030273
13813.0,2127442.6971484907,17474551.159139484,8040.200194999999
13910.0,2127445.6498848055,17474869.334940348,8038.429688
14005.0,2127446.863779201,17475180.91621672,8036.2900389999995
14101.0,2127445.3217778397,17475495.844018795,8035.2900389999995
14197.0,2127441.0238872827,17475810.771017063,8034.759765999999
14293.0,2127439.0882048057,17476125.667575695,8033.190430000001
14390.0,2127444.4031492015,17476443.809734825,8031.5400389999995
14485.0,2127453.851984806,17476755.32613259,8030.330078000001
14581.0,2127463.071135363,17477070.1217693,8029.339844
14676.0,2127476.0632355167,17477381.47316706,8027.780273
14772.0,2127491.7784853633,17477695.97564104,8025.5
14868.0,2127506.804689912,17478010.37879414,8022.230469
14909.0,2127512.4149459973,17478144.66255172,8020.629883
14970.0,2127519.8624692014,17478344.49902793,8018.2099610000005
