md,x,y,z
8068.0,2094162.5907256529,17477280.31819016,6077.720215
8162.0,2094169.9207266527,17477259.67820616,6169.129883
8255.0,2094177.3207286529,17477238.41819616,6259.360352
8349.0,2094184.8307226528,17477216.51820216,6350.469727
8443.0,2094192.2007186527,17477193.87818716,6441.400390999999
8536.0,2094199.350727653,17477170.29820116,6531.070312
8630.0,2094206.7007186527,17477146.80821116,6621.790039
8723.0,2094214.4907266528,17477124.01820216,6711.620117
8817.0,2094222.8207286529,17477101.86820816,6802.589844
8911.0,2094231.350727653,17477080.74818316,6893.790039
9004.0,2094239.8907206529,17477060.82816916,6984.230469
9098.0,2094248.3307226528,17477041.95817416,7075.929688
9193.0,2094256.5207256528,17477024.73820316,7168.990234000001
9286.0,2094264.3307226528,17477009.86820816,7260.459961
9379.0,2094271.9507186527,17476996.718184162,7352.209961
9473.0,2094279.6107216529,17476983.33817916,7444.929688
9567.0,2094287.6507306527,17476966.99821316,7537.150390999999
9660.0,2094295.670719653,17476947.36820816,7627.690430000001
9753.0,2094302.5407296529,17476925.15818616,7717.730469
9847.0,2094308.2707106527,17476901.98820316,7808.650390999999
9941.0,2094314.0407296529,17476879.39817616,7899.709961
10034.0,2094319.6407356528,17476858.13816716,7990.080078000001
10129.0,2094324.9107246527,17476837.98820316,8082.799805000001
10223.0,2094329.6107366527,17476820.718184162,8175.0
10254.0,2094331.0307196528,17476815.83817916,8205.599609
10285.0,2094332.4507336528,17476811.27818116,8236.200195
10316.0,2094333.710712653,17476807.57816916,8267.0
10348.0,2094334.1507146528,17476805.72819416,8298.900391
10379.0,2094333.5407296529,17476806.37821816,8329.900391
10411.0,2094332.6707346528,17476809.58817916,8361.700195
10442.0,2094332.0907176528,17476815.16819616,8392.200195
10473.0,2094331.7907296529,17476823.18821616,8422.099609
10505.0,2094331.7307326528,17476833.73820316,8452.299805
10536.0,2094331.9407236527,17476845.97819416,8480.799805
10567.0,2094332.350727653,17476859.86820816,8508.5
10599.0,2094333.0607186528,17476875.89817616,8536.200195
10630.0,2094334.240711653,17476893.22819416,8561.900391
10661.0,2094335.7307326528,17476911.66819616,8586.700195
10692.0,2094337.5707286529,17476931.17820616,8610.799805
10723.0,2094339.9407236527,17476952.25822316,8633.400391
10755.0,2094342.6407356528,17476974.97819416,8655.700195
10786.0,2094344.8007086527,17476997.538191162,8676.900391
10817.0,2094345.9207346528,17477021.18821616,8696.900391
10848.0,2094346.5007216528,17477045.79820116,8715.700195
10879.0,2094347.1607246527,17477070.788191162,8734.0
10911.0,2094347.8107186528,17477096.75819216,8752.700195
10942.0,2094348.1707346528,17477122.468184162,8770.0
10974.0,2094348.3907356528,17477149.89820716,8786.5
11005.0,2094348.8907356528,17477176.94819516,8801.700195
11036.0,2094349.7907296529,17477204.25819216,8816.299805
11067.0,2094350.6907236527,17477232.11820816,8829.799805
11099.0,2094351.1707346528,17477261.76820216,8841.900391
11130.0,2094351.0607186528,17477291.23820316,8851.5
11161.0,2094350.5607186528,17477321.11820816,8859.700195
11192.0,2094349.960712653,17477351.37820316,8866.299805
11223.0,2094349.4007146528,17477382.01820216,8871.0
11251.0,2094349.1707346528,17477409.91819616,8873.200195
11324.0,2094349.6607246527,17477482.89819916,8874.5
11355.0,2094350.1207166528,17477513.89819916,8874.200195
11450.0,2094351.3307386527,17477608.84819616,8871.599609
11542.0,2094352.0307196528,17477700.76819416,8867.900391
11634.0,2094352.490711653,17477792.71819916,8864.900391
11727.0,2094352.3707166528,17477885.70820516,8863.599609
11819.0,2094352.0207106527,17477977.69819516,8862.5
11912.0,2094351.4407236527,17478070.67820616,8861.0
12004.0,2094350.6407356528,17478162.65818616,8859.299805
12096.0,2094349.2607306528,17478254.63816716,8858.200195
12188.0,2094348.2207226527,17478346.61820816,8857.200195
12280.0,2094348.2807196528,17478438.58817916,8854.700195
12372.0,2094348.4707226527,17478530.56822016,8852.799805
12464.0,2094348.4207346528,17478622.55821116,8852.400391
12556.0,2094347.6807136529,17478714.54820116,8851.099609
12648.0,2094346.0007216528,17478806.51817216,8849.900391
12740.0,2094344.7207226527,17478898.50816216,8849.0
12832.0,2094343.0707286529,17478990.47825516,8847.700195
12924.0,2094340.9107246527,17479082.44822516,8846.900391
13016.0,2094340.5207106527,17479174.41819616,8845.0
13108.0,2094340.3707166528,17479266.36814716,8841.799805
13200.0,2094338.9507336528,17479358.33824016,8840.5
13292.0,2094338.1707346528,17479450.32823016,8839.900391
13384.0,2094337.5107306528,17479542.30821116,8838.200195
13476.0,2094336.350727653,17479634.288191162,8837.0
13568.0,2094335.5007216528,17479726.28831316,8836.599609
13660.0,2094334.600727653,17479818.26829416,8835.400391
13752.0,2094333.5507086527,17479910.24827416,8834.0
13844.0,2094332.8307386527,17480002.238264162,8832.799805
13936.0,2094332.710712653,17480094.22825516,8831.400391
14028.0,2094332.0007216528,17480186.21824516,8830.599609
14120.0,2094332.2807196528,17480278.20823516,8829.400391
14212.0,2094333.2807196528,17480370.19822516,8828.200195
14307.0,2094334.1607246527,17480465.17820616,8827.0
14402.0,2094334.6107366527,17480560.15818616,8825.099609
14497.0,2094333.9707226527,17480655.13816716,8823.200195
14592.0,2094332.8907356528,17480750.12815716,8822.099609
14687.0,2094332.5907176528,17480845.10813716,8820.599609
14782.0,2094332.1107366527,17480940.088118162,8819.599609
14877.0,2094331.990711653,17481035.088118162,8819.599609
14971.0,2094333.130725653,17481129.04807916,8817.400391
15066.0,2094333.6507146528,17481223.97825516,8813.900391
15161.0,2094333.5807386527,17481318.92820616,8810.599609
15256.0,2094333.100727653,17481413.87815716,8807.700195
15351.0,2094331.7807196528,17481508.84812816,8805.799805
15446.0,2094328.990711653,17481603.80808916,8805.400391
15541.0,2094326.990711653,17481698.778059162,8804.599609
15636.0,2094325.7707106527,17481793.74827416,8802.900391
15731.0,2094325.1807136529,17481888.72825516,8801.099609
15826.0,2094324.1507146528,17481983.70823516,8800.900391
15921.0,2094323.0107306528,17482078.68821616,8801.299805
16016.0,2094323.2907296529,17482173.67796216,8800.0
16111.0,2094323.1907236527,17482268.66819616,8798.299805
16205.0,2094322.1507146528,17482362.64817616,8797.299805
16300.0,2094321.2807196528,17482457.63841116,8796.5
16395.0,2094321.1107366527,17482552.63841116,8795.599609
16490.0,2094322.5507086527,17482647.60813716,8794.0
16585.0,2094325.5907176528,17482742.51829416,8791.400391
16680.0,2094327.9007146528,17482837.44798116,8788.700195
16775.0,2094328.8007086527,17482932.42796216,8788.799805
16870.0,2094329.5607186528,17483027.40843016,8788.700195
16965.0,2094330.8007086527,17483122.37815716,8786.799805
17060.0,2094331.490711653,17483217.37815716,8786.099609
17155.0,2094332.0607186528,17483312.36839116,8785.900391
17250.0,2094331.990711653,17483407.36839116,8786.400391
17345.0,2094332.210712653,17483502.36839116,8786.5
17440.0,2094333.4007146528,17483597.34837216,8785.0
17535.0,2094333.9507336528,17483692.338118162,8784.200195
17630.0,2094333.6907236527,17483787.338118162,8784.599609
17725.0,2094333.6907236527,17483882.338118162,8784.299805
17820.0,2094333.2307326528,17483977.338118162,8783.900391
17915.0,2094332.1707346528,17484072.32835216,8783.599609
18010.0,2094330.9807326528,17484167.31809816,8782.700195
18105.0,2094330.0407296529,17484262.30833316,8782.599609
18200.0,2094330.8207286529,17484357.28831316,8781.700195
18295.0,2094332.6407356528,17484452.25804016,8780.0
18390.0,2094334.1907236527,17484547.23802016,8780.200195
18485.0,2094332.9407236527,17484642.16819616,8783.299805
18580.0,2094328.8307386527,17484737.028059162,8786.099609
18675.0,2094323.8107186528,17484831.88841116,8787.5
18770.0,2094318.6907236527,17484926.73802016,8788.0
18865.0,2094315.3007086527,17485021.66819616,8787.0
18960.0,2094314.8407176528,17485116.64817616,8785.400391
19055.0,2094315.0107306528,17485211.63841116,8784.5
19150.0,2094313.3307386527,17485306.62815716,8785.0
19245.0,2094312.210712653,17485401.60813716,8783.700195
19340.0,2094311.740711653,17485496.55833316,8780.799805
19435.0,2094310.100727653,17485591.50804016,8778.200195
19530.0,2094307.2607306528,17485686.44798116,8777.099609
19625.0,2094305.4207346528,17485781.42796216,8776.599609
19719.0,2094304.9807326528,17485875.41819616,8775.099609
19814.0,2094303.7907296529,17485970.38792316,8773.099609
19909.0,2094303.600727653,17486065.35862616,8771.0
20003.0,2094305.0207106527,17486159.338118162,8770.099609
20098.0,2094306.2807196528,17486254.32835216,8771.099609
20193.0,2094306.5907176528,17486349.307844162,8772.599609
20288.0,2094306.9007146528,17486444.307844162,8773.400391
20383.0,2094307.0407296529,17486539.307844162,8773.700195
20478.0,2094306.3307386527,17486634.29807916,8774.099609
20572.0,2094306.6607246527,17486728.28831316,8773.0
20667.0,2094307.7607306528,17486823.23850816,8770.099609
20762.0,2094308.4107246527,17486918.18772716,8767.0
20857.0,2094308.7507216528,17487013.16819616,8765.200195
20952.0,2094308.3607366527,17487108.15843016,8765.299805
21046.0,2094307.240711653,17487202.14866516,8766.599609
21141.0,2094305.630725653,17487297.12815716,8767.400391
21235.0,2094305.1107366527,17487391.10862616,8766.200195
21330.0,2094305.130725653,17487486.03831316,8762.5
21425.0,2094304.4707226527,17487580.88792316,8757.200195
21480.0,2094304.2307326528,17487635.81858716,8753.799805
21525.0,2094304.0307196528,17487680.71800116,8750.799805
